filename,category,wikimedia_url,page_title,license,author,description,download_date,file_size,width,height
"Baidya_temple,_Room_where_buddha_is_stored.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/9/99/Baidya_temple%2C_Room_where_buddha_is_stored.jpg,"File:Baidya temple, Room where buddha is stored.jpg",CC BY-SA 4.0,Rijanikamaharjan,The room where gautam buddha is kept .,2026-02-26T14:50:16.847071,5016285,3264,2448
"Boudha,_Jorpati.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/b4/Boudha%2C_Jorpati.jpg,"File:Boudha, Jorpati.jpg",CC BY-SA 4.0,Gayatri Mainali,This photo represents a heritage site of nepal,2026-02-26T14:51:26.514427,311401,1440,2560
Boudhanath_20180202B_GDK.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/a/a3/Boudhanath_20180202B_GDK.jpg,File:Boudhanath 20180202B GDK.jpg,CC BY-SA 4.0,Gaurav Dhwaj Khadka,This is a photo of a monument in Nepal identified by the ID,2026-02-26T14:51:28.142709,3073658,4608,3456
Boudhanath_Stupa_and_Butter_Lamp.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/c/cd/Boudhanath_Stupa_and_Butter_Lamp.jpg,File:Boudhanath Stupa and Butter Lamp.jpg,CC BY-SA 4.0,Gaurav Dhwaj Khadka,Butter Lamp Offering and Boudhanath Stupa.,2026-02-26T14:51:30.244542,3110363,3024,4032
Boudhanath_Stupa_with_Prayer_Flags.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/7/7f/Boudhanath_Stupa_with_Prayer_Flags.jpg,File:Boudhanath Stupa with Prayer Flags.jpg,CC BY-SA 3.0,GONG Jie,Boudhanath Stupa with Prayer Flags,2026-02-26T14:52:41.841139,8667147,2571,3856
BRP_Lumbini_Mayadevi-area01.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/a/a2/BRP_Lumbini_Mayadevi-area01.jpg,File:BRP Lumbini Mayadevi-area01.jpg,CC BY-SA 4.0,Bibek Raj Pandeya,This is a photo of a monument in Nepal identified by the ID,2026-02-26T14:52:43.784392,10451706,4179,2776
BRP_Lumbini_MayadeviTemple.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/e/e1/BRP_Lumbini_MayadeviTemple.jpg,File:BRP Lumbini MayadeviTemple.jpg,CC BY-SA 4.0,Bibek Raj Pandeya,This is a photo of a monument in Nepal identified by the ID,2026-02-26T14:53:53.742335,8108166,4142,2751
Buddha_mandir_near_Gosainkunda.JPG,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/1/10/Buddha_mandir_near_Gosainkunda.JPG,File:Buddha mandir near Gosainkunda.JPG,CC BY-SA 3.0,Kapilkhatri19,A relief is felt to know that the steep ascent from Lauribinayak to Gosainkunda is over. Now the trail has mild grade but difficulties is not over due to high altitude.,2026-02-26T14:53:55.859828,3353238,4608,3456
Buddha_mandir.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/4d/Buddha_mandir.jpg,File:Buddha mandir.jpg,CC BY-SA 3.0,Wonaw,Buddha Mandir established by Bihari Lal Subba during 1900 AD,2026-02-26T14:55:06.030963,634846,2048,1536
Buddha_Park_in_Karmaihiya.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/5/5a/Buddha_Park_in_Karmaihiya.jpg,File:Buddha Park in Karmaihiya.jpg,CC BY-SA 4.0,Gaurav Dhwaj Khadka,"Buddha Park in Karmaihiya, Sarlahi, Nepal.",2026-02-26T14:55:09.249950,6291225,3024,4032
Buddhism_Temple_of_Sama_Valley.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/7/74/Buddhism_Temple_of_Sama_Valley.jpg,File:Buddhism Temple of Sama Valley.jpg,CC BY-SA 4.0,Nrik kiran,This is a Buddhism temple of sama valley on manasalu. Its a Gorkha District of Nepal,2026-02-26T14:55:11.042362,12064408,5062,3375
Buddhist_Temple_located_around_the_beautiful_Himalayas_at_Mustang.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/bc/Buddhist_Temple_located_around_the_beautiful_Himalayas_at_Mustang.jpg,File:Buddhist Temple located around the beautiful Himalayas at Mustang.jpg,CC BY-SA 4.0,Sajan Shakya24,This is a photo of a natural site in Nepal identified by the ID,2026-02-26T14:56:22.324101,7638538,5184,3456
Buddhist_Temple_located_at_Mustang.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/48/Buddhist_Temple_located_at_Mustang.jpg,File:Buddhist Temple located at Mustang.jpg,CC BY-SA 4.0,Sajan Shakya24,This is a photo of a natural site in Nepal identified by the ID,2026-02-26T14:56:23.975301,7226360,5184,3456
Buddist.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/5/53/Buddist.jpg,File:Buddist.jpg,CC BY-SA 4.0,Prayush.poudel70,,2026-02-26T14:56:25.887139,13897841,4000,6000
Budhavihar.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/6/62/Budhavihar.jpg,File:Budhavihar.jpg,CC BY-SA 4.0,തങ്കച്ചൻ നെല്ലിക്കുന്നേൽ,,2026-02-26T14:57:36.971674,684083,1536,2048
Chorten_of_Chule.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/a/af/Chorten_of_Chule.jpg,File:Chorten of Chule.jpg,CC BY-SA 4.0,Tsephu,"Stupa, also known as Chorten, and mani stones in the Tsum Valley, Nepal.",2026-02-26T14:57:39.554821,27057791,6837,8776
Dhulikhel0830.JPG,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/ba/Dhulikhel0830.JPG,File:Dhulikhel0830.JPG,CC BY-SA 3.0,Sundar1,"Dhulikhel, temple square: small Buddhist stupa next to Harasiddhi Temple",2026-02-26T14:58:14.789887,2654794,4000,3000
Dolakha0793_Jiri.JPG,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/5/5e/Dolakha0793_Jiri.JPG,File:Dolakha0793 Jiri.JPG,CC BY-SA 3.0,Sundar1,,2026-02-26T14:58:16.161892,2489367,3000,4000
"Inscription_at_a_Buddhist_Vasudhara_temple,_with_prayers_to_Hindu_god_Ganesha.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/c/c7/Inscription_at_a_Buddhist_Vasudhara_temple%2C_with_prayers_to_Hindu_god_Ganesha.jpg,"File:Inscription at a Buddhist Vasudhara temple, with prayers to Hindu god Ganesha.jpg",CC BY-SA 4.0,Ms Sarah Welch,"The inscription on a shrine in a Vajrayana Buddhist temple to goddess Vasudhara starts with ""Shri Ganeshaya Namah"". Inside the shrine, there is Buddha, Vasudhara and a pantheon of Buddhist deities.",2026-02-26T14:58:18.198038,2659808,4000,3000
Itihaas.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/47/Itihaas.jpg,File:Itihaas.jpg,CC BY-SA 4.0,Bhagwati Rashmi,Monuments tell the story you just need your eyes to hear not the ears.,2026-02-26T14:58:19.316150,6278690,4000,3000
Kakre_Bihar_Temple.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/c/c1/Kakre_Bihar_Temple.jpg,File:Kakre Bihar Temple.jpg,CC BY-SA 4.0,Gaurav Dhwaj Khadka,"A stone temple located at the centre of jungle in Surkhet valley, built in 12th century by Malla king. The monument was destructed by massive earthquake in 1890 B.S in Nepal.",2026-02-26T14:58:39.495542,3594747,3024,4032
Lobrekuti_01.JPG,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/3/3f/Lobrekuti_01.JPG,File:Lobrekuti 01.JPG,CC BY-SA 3.0,Krish Dulal,,2026-02-26T14:58:40.569908,846557,2592,1944
Lord_Buddha.img.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/f/fd/Lord_Buddha.img.jpg,File:Lord Buddha.img.jpg,CC BY-SA 4.0,Manilarai1,,2026-02-26T14:58:59.790776,5462916,3024,4032
Lumbini_World_Heritage_Site-IMG_7315.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/3/39/Lumbini_World_Heritage_Site-IMG_7315.jpg,File:Lumbini World Heritage Site-IMG 7315.jpg,CC BY-SA 4.0,Bijay Chaurasia,Lumbini World Heritage Site,2026-02-26T14:59:02.921929,15015050,5159,3439
Lumbini_World_Heritage_Site-IMG_7317.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/8/81/Lumbini_World_Heritage_Site-IMG_7317.jpg,File:Lumbini World Heritage Site-IMG 7317.jpg,CC BY-SA 4.0,Bijay Chaurasia,Lumbini World Heritage Site,2026-02-26T14:59:23.495315,14345991,6000,4000
Lumbini_World_Heritage_Site-IMG_7318.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/d/d8/Lumbini_World_Heritage_Site-IMG_7318.jpg,File:Lumbini World Heritage Site-IMG 7318.jpg,CC BY-SA 4.0,Bijay Chaurasia,Lumbini World Heritage Site,2026-02-26T14:59:25.342468,13015011,6000,4000
Lumbini_World_Heritage_Site-IMG_7319.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/bf/Lumbini_World_Heritage_Site-IMG_7319.jpg,File:Lumbini World Heritage Site-IMG 7319.jpg,CC BY-SA 4.0,Bijay Chaurasia,Lumbini World Heritage Site,2026-02-26T14:59:28.254287,14416641,6000,4000
Lumbini_World_Heritage_Site-IMG_7325.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/d/d6/Lumbini_World_Heritage_Site-IMG_7325.jpg,File:Lumbini World Heritage Site-IMG 7325.jpg,CC BY-SA 4.0,Bijay Chaurasia,"Maya Devi Temple, Lumbini World Heritage Site",2026-02-26T14:59:49.287763,14503508,5998,3999
Lumbini_World_Heritage_Site-IMG_7326.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/6/6a/Lumbini_World_Heritage_Site-IMG_7326.jpg,File:Lumbini World Heritage Site-IMG 7326.jpg,CC BY-SA 4.0,Bijay Chaurasia,"Maya Devi Temple, Lumbini World Heritage Site",2026-02-26T14:59:52.561434,17813458,5998,3999
Lumbini_World_Heritage_Site-IMG_7327.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/2/2e/Lumbini_World_Heritage_Site-IMG_7327.jpg,File:Lumbini World Heritage Site-IMG 7327.jpg,CC BY-SA 4.0,Bijay Chaurasia,"Maya Devi Temple, Lumbini World Heritage Site",2026-02-26T14:59:53.835982,18650618,5998,3999
Lumbini_World_Heritage_Site-IMG_7328.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/8/8c/Lumbini_World_Heritage_Site-IMG_7328.jpg,File:Lumbini World Heritage Site-IMG 7328.jpg,CC BY-SA 4.0,Bijay Chaurasia,"Maya Devi Temple, Lumbini World Heritage Site",2026-02-26T15:00:16.274074,12555804,5998,3999
Mahabuddha_Temple.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/4f/Mahabuddha_Temple.jpg,File:Mahabuddha Temple.jpg,CC BY-SA 4.0,RonishMaharjan,"Mahabuddha temple is dedicated to Siddhartha Gautama, the historical Buddha. Its construction was initiated by priest Abhaya Raj of Patan and a member of the Uku Baha monastery",2026-02-26T15:00:17.930936,317355,963,1280
"Nama_Chhu_Buddhist_Gumba,_Ghorahi.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/0/04/Nama_Chhu_Buddhist_Gumba%2C_Ghorahi.jpg,"File:Nama Chhu Buddhist Gumba, Ghorahi.jpg",CC BY-SA 4.0,Aniket Acharya - Hiro,"Nama Chhu Buddhist Gumba. – The Gumba (Buddhist temple) is situated in Ghorahi municipality ward No.6 (Upper Dhoreni Majure Danda), in Dang district, Nepal. The Gumba, situated on the base of the mountain, is 1.5 KM far to the north of Ghorahi Bazaar. A Chhorten (Math-Gore) has been built over here. The Gumba located in peaceful and naturally beautiful place is the only place for the Buddhist of this region top pay homage.",2026-02-26T15:00:37.447542,3940933,2169,3257
Nama_Chhu_Buddhist_Gumba.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/3/38/Nama_Chhu_Buddhist_Gumba.jpg,File:Nama Chhu Buddhist Gumba.jpg,CC BY-SA 4.0,Aniket Acharya,"Nama Chhu Buddhist Gumba. – The Gumba (Buddhist temple) is situated in Ghorahi municipality ward No.6 (Upper Dhoreni Majure Danda), in Dang district, Nepal. The Gumba, situated on the base of the mountain, is 1.5 KM far to the north of Ghorahi Bazaar. A Chhorten (Math-Gore) has been built over here. The Gumba located in peaceful and naturally beautiful place is the only place for the Buddhist of this region top pay homage.",2026-02-26T15:00:38.580515,3682639,3258,2437
On_the_roof_of_the_temple._-_panoramio.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/6/6c/On_the_roof_of_the_temple._-_panoramio.jpg,File:On the roof of the temple. - panoramio.jpg,CC BY 3.0,Sergey Pashko,On the roof of the temple.,2026-02-26T15:00:39.879465,1092500,1936,1296
"Paro,_Bhutan_(49701696878).jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/7/75/Paro%2C_Bhutan_%2849701696878%29.jpg,"File:Paro, Bhutan (49701696878).jpg",CC BY 2.0,Nina R from Africa,,2026-02-26T15:01:01.839602,7801103,3872,2581
Pisang_Buddhist_temple.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/7/7c/Pisang_Buddhist_temple.jpg,File:Pisang Buddhist temple.jpg,CC BY-SA 3.0,Solundir,"Buddhist temple in Upper Pisang, Nepal",2026-02-26T15:01:05.031212,447223,1772,1280
"Pisang_Temple_-_Annapurna_Circuit,_Nepal_-_panoramio.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/7/76/Pisang_Temple_-_Annapurna_Circuit%2C_Nepal_-_panoramio.jpg,"File:Pisang Temple - Annapurna Circuit, Nepal - panoramio.jpg",CC BY-SA 3.0,Sergey Ashmarin,"Pisang Temple / Annapurna Circuit, Nepal",2026-02-26T15:01:24.047579,258618,1453,1050
Stone_Buddha_statute_of_Kankre_Vihar.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/bc/Stone_Buddha_statute_of_Kankre_Vihar.jpg,File:Stone Buddha statute of Kankre Vihar.jpg,CC BY-SA 4.0,Rajivkilanashrestha,This is a photo of a monument in Nepal identified by the ID,2026-02-26T15:01:25.284772,9138672,5184,3456
"Temple_on_the_outskirts_of_Lukla,_Chaurikharka,_Nepal._-_panoramio.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/b0/Temple_on_the_outskirts_of_Lukla%2C_Chaurikharka%2C_Nepal._-_panoramio.jpg,"File:Temple on the outskirts of Lukla, Chaurikharka, Nepal. - panoramio.jpg",CC BY 3.0,Sergey Pashko,"Temple on the outskirts of Lukla, Chaurikharka, Nepal.",2026-02-26T15:01:44.679138,2878361,1803,1319
The_area_covered_by_the_Bagmati_affected_by_concretization.png,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/f/f4/The_area_covered_by_the_Bagmati_affected_by_concretization.png,File:The area covered by the Bagmati affected by concretization.png,CC BY-SA 4.0,Aashmas123,The area covered by the Bagmati River affected by concretization and modern development.,2026-02-26T15:01:46.578007,31197892,4496,3000
The_Golden_Temple_in_Lumbini.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/3/3e/The_Golden_Temple_in_Lumbini.jpg,File:The Golden Temple in Lumbini.jpg,CC BY-SA 4.0,Kushaltmg,"The Golden temple is located at Lumbini, Nepal.",2026-02-26T15:01:47.837099,1492636,2864,1746
TribhuvanRajmarg0483.JPG,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/4d/TribhuvanRajmarg0483.JPG,File:TribhuvanRajmarg0483.JPG,CC BY-SA 3.0,Sundar1,Buddhist site at Tribhuvan Rajmarg about 2 km north of Simbhanjyang Pass,2026-02-26T15:02:06.904337,3857636,4000,3000
Triten_Norbutse.png,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/1/16/Triten_Norbutse.png,File:Triten Norbutse.png,CC BY 3.0,Andy2A,,2026-02-26T15:02:08.901900,197129,432,243
Tsampa_gomp_-_rear_view.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/b7/Tsampa_gomp_-_rear_view.jpg,File:Tsampa gomp - rear view.jpg,CC BY-SA 3.0,Nima t100,"Shamba/ Shmabha/ Tsamba gompa (Kamtsang Dargye Choekhorling Monastery), Tukuche, Mustang, Nepal",2026-02-26T15:02:28.468992,419148,778,1037
Tsampa_gompa_-courtyard_view.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/2/27/Tsampa_gompa_-courtyard_view.jpg,File:Tsampa gompa -courtyard view.jpg,CC BY-SA 3.0,Nima t100,"Shamba/ Shmabha/ Tsamba gompa (Kamtsang Dargye Choekhorling Monastery), Tukuche, Mustang, Nepal",2026-02-26T15:02:30.263875,311757,764,509
"Urgen_Dorjee_Choling_Buddhist_Centre,_Lumbini,_Nepal.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/8/88/Urgen_Dorjee_Choling_Buddhist_Centre%2C_Lumbini%2C_Nepal.jpg,"File:Urgen Dorjee Choling Buddhist Centre, Lumbini, Nepal.jpg",CC BY-SA 4.0,Alexey Komarov,"Urgen Dorjee Choling Buddhist Centre, Lumbini, Nepal",2026-02-26T15:02:31.383668,6278701,5882,3921
"Vietnamese_Temple_(Phat_Quoc_Tu)_in_Lumbini,_Nepal_2019-04-09.jpg",Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/3/38/Vietnamese_Temple_%28Phat_Quoc_Tu%29_in_Lumbini%2C_Nepal_2019-04-09.jpg,"File:Vietnamese Temple (Phat Quoc Tu) in Lumbini, Nepal 2019-04-09.jpg",CC BY-SA 4.0,Alexey Komarov,"Vietnamese Temple (Phat Quoc Tu) in Lumbini, Nepal",2026-02-26T15:02:50.469368,5874343,5549,3699
Water_reflection_of_Suklagandaki_Gumba.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/4/44/Water_reflection_of_Suklagandaki_Gumba.jpg,File:Water reflection of Suklagandaki Gumba.jpg,CC BY-SA 4.0,Bhupendra Shrestha,"Water reflections at Buddha gompa/temple in Shuklagandaki Municipality, Nepal",2026-02-26T15:02:52.494277,2402777,2044,3718
Yatkha_Bahal.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/5/5a/Yatkha_Bahal.jpg,File:Yatkha Bahal.jpg,Public domain,Unknown Unknown,The courtyard of Yatkha Bahal during its annual festival. The elaborate structure on the roof of the temple in the background no longer exists.,2026-02-26T15:03:11.647087,97113,800,621
नीलबाराही_मन्दिर.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/b/b1/%E0%A4%A8%E0%A5%80%E0%A4%B2%E0%A4%AC%E0%A4%BE%E0%A4%B0%E0%A4%BE%E0%A4%B9%E0%A5%80_%E0%A4%AE%E0%A4%A8%E0%A5%8D%E0%A4%A6%E0%A4%BF%E0%A4%B0.jpg,File:नीलबाराही मन्दिर.jpg,CC BY-SA 4.0,Punya,,2026-02-26T15:03:13.809931,298867,1200,1600
蓝毗尼园中的中华寺_-_panoramio.jpg,Buddhist_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/5/54/%E8%93%9D%E6%AF%97%E5%B0%BC%E5%9B%AD%E4%B8%AD%E7%9A%84%E4%B8%AD%E5%8D%8E%E5%AF%BA_-_panoramio.jpg,File:蓝毗尼园中的中华寺 - panoramio.jpg,CC BY 3.0,王杲夫葛燕,,2026-02-26T15:03:33.159339,426540,2816,2112
10400857_1433929063559789_212980196113753215_n_-_Copy.jpg,Hindu_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/2/29/10400857_1433929063559789_212980196113753215_n_-_Copy.jpg,File:10400857 1433929063559789 212980196113753215 n - Copy.jpg,CC BY-SA 4.0,ParasBickramShah,Nateshwori Temple in Bajura District. Temple dedicated to Devi vagawoti,2026-02-26T15:03:44.678815,68886,528,417
A_small_cultural_structure_in_Sanga.jpg,Hindu_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/e/e9/A_small_cultural_structure_in_Sanga.jpg,File:A small cultural structure in Sanga.jpg,CC BY-SA 4.0,Anusha Bhetwal,Temple with a yellow head.,2026-02-26T15:03:46.261121,3806805,4608,3456
A_Very_old_Hindu_temple_in_Nepal.jpg,Hindu_temples_in_Nepal,https://upload.wikimedia.org/wikipedia/commons/d/d3/A_Very_old_Hindu_temple_in_Nepal.jpg,File:A Very old Hindu temple in Nepal.jpg,CC BY-SA 4.0,Tripodandcamera,"One of the old Hindu temple situated at Bandipur,Nepal ( Khadka mai Temple )",2026-02-26T15:03:48.181046,2865830,3504,2411
